id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords
882315,Max Cooper: Penrose Tiling,Animation,English,In 1974 the mathematician Penrose discovered pairs of tiles that form an infinite plane without repeating patterns. Inspired by this Max Cooper uses a rhythm fragment of one instrument to compose a percussion ensemble without a single identical loop. Jessica In contributes animated tile ornaments without symmetries that are reminiscent of a mandala and visualise the idea of infinity.,0.6,,2019-10-07,0,0,5,Released,,0.0,0,,woman director-short film
130275,Miss Lulu Bett,Comedy-Drama,English,"Lois Wilson (as Lulu) is the spinsterish member of the Deacon family: ""The family beast of burden whose timid soul has failed to break the bonds of family servitude."" Her brother-in-law is patriarchal Theodore Roberts (as Dwight Deacon); running the house with an iron fist he is both a dentist and a Justice of the Peace. As the latter he accidentally marries Ms. Wilson to his visiting brother Clarence Burton (as Ninian Deacon) while they are out for dinner. Schoolteacher Milton Sills (as Neil Cornish) is also interested in Wilson...",2.935,Paramount,1921-11-01,0,0,71,Released,,5.8,11,Lois Wilson-Milton Sills-Theodore Roberts-Helen Ferguson-Mabel Van Buren-Mae Giraci-Clarence Burton-Ethel Wales-Taylor Graves-Charles Ogle,bigamy
239480,African Jim,Drama-Music,English,Jim decides to leave his tribal area to seek his fortune in Johannesburg. As soon as he arrives three gangsters mug him. When he regains consciousness a friendly night watchman takes care of him. With the watchman's help Jim gets a job in a nightclub as a waiter.,1.091,Warrior Films,1949-10-23,0,0,50,Released,,0.0,0,Daniel Adnewmah-Dolly Rathebe-Dan Twala-Samuel Maile-Woody Woodthorpe-Willie Nxumalo-Victor Mkize-General Duze-Alfred Komo,
916672,The Nose,Animation,Persian,Ivan who is a barber one morning find a nose in the bread  and the same day his customer Kovalyov realizes that his nose is out of place. Kovalyovis looking for his nose. Ivan throws the nose into a river but the police officer notices. He follows the nose and arrests the nose while he is trying to escape in disguise and returns him to Kovalyov.,0.6,,2021-07-21,0,0,6,Released,,0.0,0,,
411380,Johnny Yesno Redux,Music,English,Johnny YesNo – Redux reunites Cabaret Voltaire and Peter Care almost 30 years later with a completely new cast a relocation to LA and an entirely new soundtrack remixed by Richard H. Kirk the film has lost none of its hallucinatory power. The short goes deep into the structure of Peter Care’s original film and the Cabaret Voltaire tracks used in connection with it. What emerges is as much a juxtaposition of times and places as sights and sounds. The tale changes in the retelling but that change now seems to be taking place on a molecular level. Richard H Kirk has reconfigured the film’s soundtrack giving the proceedings an ominous sense of something slowly sliding into view from afar glimpsed out of the corner of the eye.,1.243,,2008-01-01,0,0,19,Released,,4.0,4,Isaac Cohen-Andrea Lin-Salvatore Totino,short film
464851,Hand Fart,Comedy-Drama,English,A young man's survival is left in his own hands.,0.6,,2016-04-24,0,0,5,Released,,6.0,2,,
811167,Fish Spoilage Control,,English,In UPA-esque animation the NFB entertainingly explains the causes of fish spoilage and the steps required to keep today's catch fresh until it reaches your dining room table.,0.6,ONF | NFB,1956-01-01,0,0,8,Released,,0.0,0,René Ferron,
628290,Ride Together,Fantasy-Horror-Thriller,Korean,Min-gu and Tae-sik take a mystery woman for a ride in their car. Jealousy and betrayal drive them to a deep tragedy.,0.6,,2017-07-15,0,0,36,Released,,0.0,0,,
368609,El amor no es pecado (El cielo de los pobres),,English,After her child dies in an accident a woman's marriage collapses and she goes into a convent.,0.681,,1965-03-04,0,0,90,Released,,5.3,3,Marga López-Arturo de Córdova-Evangelina Elizondo-David Reynoso,
16052,Selena,Drama-Music-History,English,In this biographical drama Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father Abraham realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist Chris Perez who draws the ire of her father. Seeking mainstream stardom Selena begins recording an English-language album which tragically she would never complete.,20.644,Q Productions-Esparza / Katz Productions,1997-03-21,20000000,60000000,127,Released,Discover the true story of one of America's brightest stars... that faded too soon.,7.7,1073,Jennifer Lopez-Edward James Olmos-Constance Marie-Jon Seda-Lupe Ontiveros-Jackie Guerra-Jacob Vargas-Seidy López-Rebecca Lee Meza-Victoria Elena Flores-Rafael Tamayo-George Perez-Panchito Gómez-Selena Quintanilla-Don Shelton-Ricky Vela-A.B. Quintanilla-Suzette Arriaga,texas-biography-singer-elopement-bustier-fan club
747500,How Liang Hongyu's War Drum Caused the Jin Army to Retreat,,English,The Song Dynasty is in danger after being invaded by Jin soldiers. The geisha Liang Hongyu encourages her lover Han Shizhong to join the army and fight against Jin Zhong's superior Wei Liangchen.,0.6,,1970-01-01,0,0,104,Released,,0.0,0,Ng Kwun-Lai-Sun-Ma Sze-Tsang-Choi Zhen-Chu-Lam Ka-Sing-Yuen Siu-Tien-Chan Lap-Ban-Leung Ngai-Hung-Ma Si-Kui,
546592,Passing Summer,Family,Korean,Jeongbong and Seong-hye run a guesthouse on Jeju Island. On one late summer day Seong-hye’s ex-boyfriend and Jeongbong’s former female colleague visit the guesthouse and the complicated romances of four individuals starts to unfold.,0.675,,2018-10-25,0,0,93,Released,,7.0,2,Im Won-hee-Shin So-yul-Jun Suk-ho-Jeong Yeon-joo-Heo Dong-won,guesthouse-jeju island
783836,My Vampire Schoolmate,Romance-Fantasy-Comedy,Chinese,The film focuses on Shangguan Hong a freshman at Chaozhou University who joins an all-girl modeling team at school and falls in love with the team's captain Qi Qi at first sight. In order to gain the affection of the goddess he sacrifices his sexuality to lure his best friend Liu Chuan to join the team starting an ambiguous love triangle.,0.629,中广天择传媒股份有限公司,2017-05-24,0,0,60,Released,,7.0,1,Wang Yunfan-Qi Lanyin-Ding Yuxi,
361822,Pinched,Romance-Animation-Action-Crime,English,A schizophrenic pickpocket scours the underground trains at the command of his inner demons. But when an accidental score reconnects him with a long-lost love he must test his strength and defy the voices in his head. In the end the quest for love proves the most meaningful endeavor of all and the final cure for his sickness.,1.4,Titmouse,2010-01-01,0,0,11,Released,,6.6,12,Minnie Goode-Ruff Jackson-Tamy Hicks,schizophrenia-subway-pickpocket-voodoo doll-kleptomaniac-short film
158967,House Hunting,Mystery-Thriller,English,Two families go to an open house and can't leave,6.523,Pillage and Plunder Pictures,2013-03-05,0,0,102,Released,Family is hell,4.9,40,Marc Singer-Art LaFleur-Hayley DuMond-Janey Gioiosa-Rebekah Kennedy-Victoria Vance-Jon Cobb-Emma Rayne Lyle-Bridget Garwood-Paul McGill-Jennifer Hines,
342456,England's Glory,Documentary-Music,English,A humorous documentary on the making of Alex Cox's punk biopic SID AND NANCY. Features exclusive behind the scenes production and commentaries from Alex Cox Gary Oldman Chloe Webb David Hayman Eric Fellner and more...,0.6,Commies From Mars Corporation-The Together Brothers-Producciones Hermanos Juntos,1987-01-01,0,0,30,Released,,0.0,0,Alex Cox-Gary Oldman-Chloe Webb-David Hayman-Eric Fellner-Andrew Schofield,movie business-special feature-short film
693832,DAU. Sasha Valera,Drama,Russian,Sasha a young janitor notices a certain softness and kindness in an older janitor. In a small secluded room away from their colleagues the two men waver between resisting and giving in to their feelings and desires walking a tightrope between violent tendencies and a need for tenderness.,1.456,Phenomen Berlin Filmproduktions (DE)-Phenomen Ukraine-Phenomen Films,2020-06-10,0,0,111,Released,,0.0,0,Alexandr Bozhik-Valery Andreev-Raisa Voloshchuk-Anatoly Sidko-Irina Belova-Ivan Protorenko-Olga Shkabarnya-Valery Dudkin-Victoria Skitskaya,
564061,Cold Lands,Documentary,Basque,'Cold Lands' makes a personal journey through the images and cinema guided by filmmakers and artist like Theo Angelopoulos Bego Vicario Wim Wenders or Rut Hillarp among others. In this non-fictional road-movie their vision of what cinema is of what is hidden behind the images intersects with the world of beekeeping architecture and the human landscape.,0.604,Pimpi & Nella Films,2018-11-22,0,0,66,Released,Have we seen it all?,0.0,0,Iratxe Fresneda,cinema history-cultural heritage-women in film
397166,Ultimate Armored Car: The Presidential Beast,,English,The most secure place on earth isn't he bottom of some bunker or behind some intricate corporate alarm system. It is Cadillac 1 aka the Beast the part car part tank part hospital that protects the president of the United States. The special will build the Beast from the ground up to reveal its inner workings.,0.6,,2012-02-12,0,0,42,Released,,0.0,0,,
570897,Cinematic Titanic: The Oozing Skull,,English,In the far-off land of Kalid President Amir lies on his deathbed. If this revered head-of-state dies the brutal dictatorship that he has so lovingly cultivated will fall into a dark age of uncertainty and chaos. And so in this moment of crisis his loyal staff are left with no alternative but to choose the only logical and sensible course of action—to transfer Amir's brain into a younger healthier and most importantly living body.  Enter Doctor Robert Trenton a mad scientist of the traditional 'they all laughed at me and now I'll show them' school. He along with his assistant Dorro a little man with a big appetite for evil and Tracy a conniving beauty with a heart that's harder than her leathery over-tanned skin concoct a deliriously diabolical plan involving murder body-napping skullduggery and oozy gooey brains.,0.6,,2007-12-21,0,0,81,Released,,7.0,1,,
433156,Utopa,Science Fiction-Animation,Japanese,Over many years the animals evolved in isolated cities with artificial genetic crossbreeding they acquire language bipedality and build a life and civilization for themselves free from want. No one thinks of the world below any longer. One day a single plant seed wanders into one of the sky cities and the children Kui Hiruma and Root discover it. Unable to resist the temptation to look into the world outside they decide to undertake an adventure to the outside world unknowing that once they set foot on the ground they will never be able to return.,0.847,Studio 4°C,2016-03-19,0,0,23,Released,,0.0,0,,anime-young animator training project
327975,The Red Star Cinema,Documentary,Croatian,Among the ruins of the cinema of my childhood I found the remains of a film tape with pieces of films produced by the former state. Decay gave the tape a new quality and created a new aesthetic. The tape has found its way to its audience again. But nothing is the same.,0.6,,2014-01-01,0,0,11,Released,,0.0,0,,
419272,Pony Girl,Thriller,English,Under the direction of a wealthy pervert young women are being kidnapped shipped off to a remote ranch and forced to submit and behave like horses by a whip-wielding dominatrix. This shot-on-video thriller with just R-rated nudity is noteworthy as one of the only non-porn films Traci Lords appeared in prior to the discovery of true age. She co-stars along with future Scream Queen Michelle Bauer.,1.884,House of Milan (HOM),1985-01-01,0,0,60,Released,,10.0,1,Michelle Bauer-Traci Lords-Crystal Breeze-Lois Ayres-Pierre Banus-John Graham-Bunnie White-Desiree Foxx-Marcella Johns-Tani England,kidnapping-yacht-torture
571004,The Teques Chainsaw Massacre,,Spanish,Virginia and her classmates from film school go to “Teques” to shoot a school assignment. There a masked assassin awaits. They discover the cinematographic origin of this brutal murderer while he hunts them one by one. Virginia will fight to survive and tell the story.,0.607,Centro de Capacitación Cinematográfica (CCC),2020-07-01,0,0,105,Released,,5.4,4,Tatiana del Real-Ramón Medína-Francisco De La Reguera-Rubén Moya-Karen Alicia-Said Sandoval-Gastón Espinosa-Jerry Velazquez-Juan Ugarte-Florencia Ríos-Danae Reynaud-Jessica Ortiz-Ricardo Esquerra-Mauricio Ugalde-José Carlos Femat,
345245,Pulmapilt,Science Fiction,Estonian,An old man saves the life of another. The rescued man happens to be an alien capable of time travel. Soon they both land in the past on the old man's wedding day. As one might suspect from such a situation ethical dilemmas arise…,0.84,Tallinnfilm-Mosfilm,1980-06-01,0,0,29,Released,,0.0,0,Rein Aren-Lembit Ulfsak-Raul Tammet-Katrin Püttsepp-Paul Laasik-Ella Rihvk-Ants Tomband-Jüri Garšnek-Raili Jõeäär,
136786,Liv & Ingmar,Documentary,English,The 42 year long relationship between legendary actress Liv Ullmann and master filmmaker Ingmar Bergman.,2.862,SVT-SF Studios-NordicStories AS-Vardo Films,2012-09-28,0,0,89,Released,,6.7,17,Liv Ullmann-Ingmar Bergman-Samuel Fröler,
46112,Dawg,Comedy-Romance,English,To inherit a million dollars an egotistical man must find the women he's betrayed and convince them to forgive him.,3.668,,2002-02-21,0,0,83,Released,She's teaching this dog new tricks,4.1,18,Denis Leary-Elizabeth Hurley-NiCole Robinson-Matt Weinberg-Lisa Gerstein,woman director
706752,Manchester: The Night of the Bang,Documentary,English,A look at the series of events on a night in May 2017,0.6,,2020-01-01,0,0,116,Released,,10.0,1,Richard D. Hall,manchester
828192,Kidnapped and Chloroformed Again,Horror,English,Pamela Sutch wrote edited directed and starred in this followup of the original Kidnapped and Chloroformed movie. Pam once again finds herself bound gagged and chloroformed. But there’s a lot more to the kidnapping than meets the eye! Also starring Debbie D Elizabeth Raven Stephen McKay and Vincent Sanchez. This tape contains chloroforming binding and gagging strangulation repetitive cursing and phrases dragging carrying bad acting good acting and blood and gore!,0.84,,1970-01-01,0,0,55,Released,,0.0,0,Pamela Sutch-Debbie D-Elizabeth Raven,
572970,Tom Clark: Outraged,Comedy,English,"In his first stand up special Tom Clark (Conan Comedy Central) makes fun of stand up comedy specials himself drunks marriage gangs TSA rescue animals hecklers elevators beach balls cosmetic companies classic rock handshakes love and a guy named Sleepy Joe. If you're ""Outraged"" by any of those things you'll love his special.",0.6,,2017-12-08,0,0,55,Released,,0.0,0,Tom Clark,stand-up comedy
313327,The Curtain Falls,,English,In this drama an older actress plays her last role. The aging thespian is terribly depressed and ready to kill herself when she finds out that an older more successful friend has vanished. The missing actress's family is in a real quandry. To help them the other impersonates the older actress. Loose ends are knitted together and then she admits her ruse.,1.415,,1934-10-02,0,0,68,Released,,0.0,0,Henrietta Crosman-Dorothy Lee-William Bakewell-Natalie Moorhead-Holmes Herbert-John Darrow-Eddie Kane-Dorothy Revier-Jameson Thomas-Bryant Washburn-Aggie Herring-Wilson Benge-Fern Emmett-Jack Shutta-Lloyd Ingraham-Jane Keckley-Tom Ricketts-Al Bridge-Bobby Burns-Lester Dorr-Bess Flowers-Robert Frazer-Edward LeSaint-Lafe McKee-Broderick O'Farrell-Alexander Pollard-George Reed,
378975,The Deadwood Thunderball,Animation,English,A stagecoach owner is going out of business if the train (rode by Roland) makes it to the other side so they hire Rattfink to stop the train but doesn't work.,0.871,DePatie-Freleng Enterprises,1969-06-06,0,0,6,Released,,6.0,1,John Byner-Dave Barry,
491331,Depeche Mode: Delta Machine,Music,English,"Depeche Mode Live in Berlin' was filmed on location at the O2 World Berlin on November 25th and 27th 2013 during the band's extremely successful 'Delta Machine' Tour which saw them play to over 2.4 million people in 32 countries. Depeche Mode was touring in support of their lauded 13th studio album Delta Machine which debuted at #1 in 12 countries worldwide in March 2013. The CD will include not only performances of tracks from Delta Machine but also some of their most memorable and biggest hits including ""Personal Jesus"" and ""Policy of Truth"".",2.009,,2014-11-14,0,0,60,Released,,0.0,0,Dave Gahan-Martin Gore-Andy Fletcher,
196328,Rockabilly Vampire,Comedy-Horror,English,"A woman obsessed with Elvis Presley is having problems with her job her landlord and her landlord's scummy son. One day she meets a man who looks and dresses just like Elvis. She immediately falls in love but there's one thing she doesn't realize--""Elvis"" is a vampire.",0.736,,1996-10-31,0,0,90,Released,,4.0,4,Stephen Blackehart,
911348,Madelines,Science Fiction-Comedy-Horror,English,Working in their garage indie entrepreneurs Madeline and Owen discover the secret of time travel. There's only one hitch: a bug in the code creates a new copy of Madeline at the same time every day.,2.538,GMMG Films-KO Creative-Bossk VFX,2022-04-01,0,0,80,Released,,5.1,12,Brea Grant-Parry Shen-Richard Riehle,time travel
618825,The Town Scandal,,English,"Broadway chorus girl Jean Crosby visits her sister in Murphysburg and finds that not only has her brother-in-law Lysander Sprowl squandered all the money she has sent but the leading male citizens--all members of the Purity League--who were so friendly to her in New York will not now give her a second glance. With the help of newspaperman Toby Caswell however she anonymously publishes her life story in the town newspaper thus frightening the men into offering Jean ""hush money.""",0.6,Universal Pictures,1923-04-16,0,0,50,Released,,0.0,0,,
647770,Bai Gosti/Eros Afogado em Lágrimas,Animation,Portuguese,What soul is without flaws?,0.6,,2021-07-15,0,0,8,Released,,0.0,0,,
148212,Media Blitz: The Germs Story,,English,An impressively original multi-media retrospective of one of punk rock s most controversial and hugely influential bands The Germs!,0.6,,2004-03-30,0,0,45,Released,,0.0,0,Darby Crash-Pat Smear-Don Bolles-Lorna Doom,
958806,Amigo campesino,,Spanish,A 30 minute short directed by Rafael Cordiki. Plot unavailable at this time,0.6,,1974-01-01,0,0,30,Released,,0.0,0,,
286656,Joy in Moscow,TV Movie-Crime-Romance,French,A history well built a maximum of young Slavic women very beautiful  a french rousse (Sophie in the film) of a stunning natural and that I have the pleasure of knowing and finally a Zara whites troubling. All the cocktail of a good film erotic . The best of joy according to me.,2.744,,1992-01-14,0,0,93,Released,The Mesmerizer!,5.4,4,Zara Whites-Karla Klein-Angélique Biel-Andrey Podoshian-Albert Pariente-Michel Adam de Villiers-Gautier Le Gris-Ervand Arzumanyan-Vadim Andreyev-Vyacheslav Grishechkin-Elena Kondulaynen-Alexandr Martynov,hypnosis-mind control-beautiful woman-erotic movie
769063,Cut The Crap! Be My Wife,Comedy-Romance,Chinese,A college girl fell in love with an indigenous  boy. Can they find happiness when they met with objection from their parents?,0.6,,2020-11-27,0,0,109,Released,,1.0,1,YUN-CHIH CHANG-KUO-HSUAN HUANG-Chia-Ming Weng-Tzu-Yen Chin-Shau-Ching Sung,
871004,Sitka: A Piano Documentary,Music-Documentary,English,The Phillips Collection in Washington D.C. has been presenting concerts alongside its paintings since 1941. Some of the world's leading pianists have played its Steinway Concert D 542016 but they started hearing something wrong with it: the soundboard. This half-hour documentary - named for the spruce wood that replaced it - tells the story of tearing the piano apart and bringing it back to life. Along the way we learn how a piano works and witness the consummate art of restoration by PianoCraft. Rising international star Olivier Cavé puts it to the test playing his specialty of Joseph Haydn in this richly textured cinematic music documentary by independent filmmaker H. Paul Moon.,0.6,Zen Violence Films,2015-12-10,0,0,30,Released,,0.0,0,,
753570,Jeunes de service,Documentary,French,About twenty young adults engaged in civic service by the Unis-Cité association are trying to carry out civic missions in schools and institutions in Poitiers. But the reality on the ground brings its share of disappointments. Everyone reacts in their own way: adhesion indifference resignation or critical positioning. What prospects does civic service offer young people?,0.6,,2020-11-12,0,0,58,Released,,0.0,0,,
492448,Silent Twin: Without My Shadow,Documentary,English,1994 Inside Story documentary from the BBC about 'the silent twins' June and Jennifer Gibbons specifically about June's life following her twin's death.,1.34,BBC,1994-01-01,0,0,53,Released,,0.0,0,Veronika Hyks,
505295,La Zone,Documentary-Science Fiction,English,Looking for a long lost friend Madeleine talks to a Stalker so that he can take her to «the zone» and help her look into her memories to find him at last. Essay-film hommage to Chris Marker.,1.617,Les Films du Centaure,2017-10-05,0,0,80,Released,,0.0,0,Albert Millaire-Élisabeth Chouvalidzé-Fayolle Jean,
540127,Han som fick leva om sitt liv,Drama,Swedish,"""The Man Who Lived his Life Over"" - A drama about a person who gets the opportunity many dream of to relive his life. In his past he committed a crime. It must not happen again. Now everything will surely be different.",0.6,Sveriges Radio-TV,1961-05-23,0,0,106,Released,,0.0,0,Hugo Björne-Bengt Eklund-Helge Skoog-Olle Hilding-Birgitta Valberg-Olof Widgren-Helena Bryde-Christina Lundquist-Bertil Säfsten,
109815,The Invitation,Comedy,French,After the death of his mother middle-aged insurance employee inherits her small cottage surrounded by a garden. Selling the cottage which is situated on unexploited ground near the center of a big city makes him a rich man and he buys a big house in the countryside. He takes some time off and decides to throw a big garden party at the house and invite all his colleagues from the office. Aided by alcohol the guests gradually lose all their inhibitions and reveal personality traits and frustrations that they normally keep hidden. Written by Markku Kuoppamäki,1.306,Planfilm-Citel Films-Group 5-TSR,1973-09-13,0,0,100,Released,,6.4,12,Jean-Luc Bideau-François Simon-Jean Champion-Corinne Coderey-Michel Robin-Cécile Vassort-Rosine Rochette,
169859,Untamed Frontier,Western,English,The Denbow family denies access across their land to homesteaders. To evade a murder charge Glenn Denbow marries Jane the only witness who's in love with him. But the woman favors the settlers...,1.176,Universal International Pictures,1952-07-23,0,0,75,Released,The last flaming days of the mighty cattle barons... When the range wars rocked all of Texas !,6.7,3,Joseph Cotten-Shelley Winters-Scott Brady-Suzan Ball-Minor Watson-Katherine Emery-José Torvay-Douglas Spencer-John Alexander-Lee Van Cleef-Richard Garland-Robert Anderson-Fess Parker-Ray Bennett,blackmail-love-murder-range war-witness to murder
372740,"Shake, Rattle and Roll: An American Love Story",Romance-Music-Drama,English,A group of high school friends starts a rock band during the 1950's.,1.851,Phoenix Pictures-CBS-Morling Manor Media,1999-11-07,0,0,240,Released,,2.0,1,Bonnie Somerville-Brad Hawkins-Kathy Baker-Frank Whaley-Gerald McRaney-Mark Hoppus-Travis Fine-Kai Lennox-Erik King-Maggie Gyllenhaal-Leo Burmester-Billy Porter-Brett Rice-Troy Donahue-Edd Byrnes-Samaria Graham,rock 'n' roll-guitar player-suburb-rock band
599578,Identification,Documentary,English,Shot in the murk and fog of a breakdown. Friends jam a body lies on the ground James Baldwin visits his father for the last time. Inspired by Black Lives Matter. Remembering Charlie 'Africa' Keunang. (Mike Hoolboom),1.098,,2017-01-27,0,0,30,Released,,0.0,0,Elliott Adogony-Dexter Lieberthal Brazier-Nicola Alexis-Brooks-James Fagan-Jahnoy Lindsay-Sariah Metcalfe-Shakeem Masoni-Pascoe-Ian Siporin-Christopher Washington-Jeffrey Wray,
387387,Jungle Woman,Adventure,English,Englishman Martin South (Eric Bransby Williams) is leading an expedition into the Dutch New Guinea hinterland to search for gold being joined by George Mardyke (Jameson Thomas) who he thinks is his friend. The expedition is attacked by headhunters and Mardyke leaves Martin for dead so he can pursue the latter's fiancee Eleanor (Lillian Douglas) the daughter of a plantation manager. Meanwhile Martin is nursed back to health by native girl Hurana (Grace Savieri) who falls in love with him and helps him escape from some angry natives. Hurana is bitten by a snake and dies and Martin arrives back to civilisation in time to rescue Eleanor from Mardyke. Was partially filmed back to back on Thursday Island with 'The Hounds of The Deep',0.6,,1926-05-22,0,0,67,Released,,5.5,4,Eric Bransby Williams-Grace Savieri-Jameson Thomas-W.G. Saunders,
