id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords
639640,The Secret Taste,,Chinese,In May 2011 Ming Chow at her 27 years old having studied the barista certificate course for only two months defeated many experienced baristas from the locals and the overseas at the Grand Barista Championship Hong Kong region. What made Ming Chow's coffee hit the cord of the jury who were international coffee experts?,0.844,Eyes Front Pictures,2012-04-30,0,0,13,Released,,0.0,0,,
746688,South Fire,Adventure,Persian,Oil wells in the south are the prey of fire and American experts call fire extinguishers to the south. They need some nitroglycerin to put out the fire which must be transported south. A number of drivers are being tested to bring two trucks carrying nitroglycerin to the fire station.,0.6,,1976-01-01,0,0,101,Released,,0.0,0,Naser Malek Motiee-Pouri Banaei-Reza Fazeli-Ali Azad,
500597,Clubhouse,Comedy-Crime-Drama,English,The movie is set in a stately old home in Birmingham Alabama. The story revolves around efforts by assorted sinister characters to seize control of the century-old mansion from the humble owner.  —Anonymous,1.418,Shape Films,2013-10-17,0,0,96,Released,,2.0,1,Tim Abell-Leslie Easterbrook-Christopher Murray-Dimitri Diatchenko-Katharine Lee McEwan-Tatiana Kazak-Hall-Robert W. Hill,
364558,Chongqing Negotiations,History-Drama,Chinese,"After the defeat of the Japanese the leadership of the Communist forces are invited by Chiang Kai-shek to ""discuss the state of affairs"" in Chongqing with the  goal of avoiding civil war.",0.87,Changchun Film Studio,1993-01-01,0,0,152,Released,,6.0,1,Gu Yue-Sun Feihu-Huang Kai-Li Fazeng-Sibelle Hu-Lu Qi,
106006,Living with Michael Jackson: A Tonight Special,Documentary,English,Martin Bashir conducts a rare interview with Michael Jackson and is given unprecedented access to the reclusive performer's private life over a span of eight months from May 2002 to January 2003.,5.305,ITV-ABC Studios,2003-02-03,0,0,110,Released,,5.2,40,Michael Jackson-Martin Bashir-Prince Jackson-Paris Jackson-Bigi Jackson-Gavin Arvizo-Boris Becker,pop culture-interview
147787,The Giants of Thessaly,Adventure,Italian,In order to placate the angry gods who have allowed Thessaly to be overrun with barbarian invaders and beset with natural disasters King Jason takes his Argonauts on a search for the fabled Golden Fleece. Meanwhile back at home his scheming regent is plotting to get his hands on the kingdom--and the queen.,2.565,Societé Cinématographique Lyre-Alexandra Produzioni Cinematografiche,1960-12-06,0,0,86,Released,,4.3,9,Roland Carey-Ziva Rodann-Alberto Farnese-Massimo Girotti-Nadia Sanders-Luciano Marin-Alfredo Varelli-Cathia Caro-Gil Delamare-Maria Teresa Vianello-Nando Tamberlani-Alberto Sorrentino-Massimo Pianforini-Paolo Gozlino-Raf Baldassarre-Nando Angelini-Takis Kavouras-Franco Gentili-Jacques Stany-Gualberto Titta-Alfredo Zammi-Salvatore Furnari-Pietro Tordi-Raimondo Magni-Giovanni Sabbatini-Tino Vetrani-Pietro Capanna-Alice Clements-Fortunato Arena-Gabriella Ferrari-Lilia Landi-Moira Orfei-Piero Pastore-Franco Sertili,
30527,Shake Hands With the Devil,Drama-History,English,Canadian Lt. General Romeo Dallaire was the military commander of the UN mission in Rwanda and this movie is personal and all too true story of his time there during the genocide of 1994. It is not quite as moving as the earlier Hotel Rwanda and is less geared to drama and emotional manipulation but it is still grim and upsetting.,3.235,Barna-Alper Productions-Halifax Film Company-Head Gear Films-Seville Productions,2007-09-28,11000000,0,112,Released,"When the world turned its back, one man stood up.",7.1,39,Roy Dupuis-Deborah Kara Unger-James Gallanders-Michel Mongeau-Odile Katesi Gakire-Jean-Hugues Anglade-Owen Sejake-John Matshikiza,kigali-rwandan genocide-united nations-denunciation
256924,Danny Collins,Music-Comedy-Drama,English,An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.,15.784,ShivHans Pictures-Big Indie Pictures-Handwritten Films,2015-03-19,10000000,10835752,107,Released,A letter from John Lennon changed his life,6.76,479,Al Pacino-Annette Bening-Christopher Plummer-Jennifer Garner-Bobby Cannavale-Nick Offerman-Josh Peck-Katarina Čas-Giselle Eisenberg-Melissa Benoist-Scott Lawrence-Brian Thomas Smith-Michael Patrick McGill-Kiff VandenHeuvel-Eric Michael Roy-Davide Donatiello-Eric Lange-Aarti Mann-Joshua Sternlicht-Travis Johns-Tim Jo-Hiroshi Moroto-Margy Moore-Eric Newnham-Francine Levinson-Hal Alpert-Henri C. Wittelsohn-Patrick Kudej-Carmel Echols-Judith Hill-Kari Kimmel-Don Was-CJ Vanston-Kenny Aronoff-Tim Pierce-Mindi Abair-Bill Cantos-George Doering-Darrell Leonard-Kristin Brock-Elsi Eng-Olivia Gonzales-Laura Krystine-Anne McDaniels-Roz McHenry-Elaine Partnow-Jane Shayne-Cassandra Starr-Linda Wang-Richard Allan Jones,concert-musician-rock star-based on true story-los angeles california-middle age
611860,Fake Preacher,Comedy,English,The story of a preacher in Harlem New York who builds a successful church by fleecing the congregation. Losing his way and taking the dishonest path this causes havoc in his life and in others until it reaches a life and death situation. While he repent or redeem himself? Or is it too late to be saved?,2.744,Drummond & Smith Entertainment-Maverick Entertainment Group,2005-05-31,0,0,85,Released,,0.0,0,Eddie Goines-Vida Guerra-Stan J. Adams-John Flecha-Perri Gaffney-Alyah Horsford-Tanya Ruiz-Jarvia Udosen-Johnpaul Williams,
568232,Jaguar: Going Electric,Documentary,English,The remarkable story of how luxury car maker Jaguar made its first electric car. With exclusive behind-the-scenes access to Jaguar's state-of-the-art engineering laboratories and top-secret design studios Going Electric shows what it takes to make a sophisticated new car and provides an intriguing inside view of one of the world's most iconic companies as it grapples with the future. It reveals a world where technical excellence meets exquisite craftsmanship – where testing is taken to the extremes and the car pushed to the limit. Going Electric was directed by award-winning filmmaker Ben Lawrie and narrated by Hollywood actor Mark Strong.,0.6,,2018-12-03,0,0,56,Released,,0.0,0,Mark Strong-Ian Callum,jaguar-automotive-jaguar car-automotive industry
427472,Sheep Skin,Horror-Drama,English,A group of punk rockers kidnap a business man because they believe he is a werewolf.,1.097,Invasive Image-Unearthed Films,2013-05-10,0,0,80,Released,Would You Kill A Man To Kill A Monster,6.4,5,Ria Burns-Wilder-Bryan Manley Davis-Zach Gillette-Jamie Lyn Bagley-Laurence Mullaney-Mark Resnik-Michael Schantz,
357858,Out,,English,A dominance &amp; submission trashing scene. But in this session the painful blows cause the sub to spew out sentences - all of which are quotes from Israel's minister of foreign affairs Avigdor Lieberman.,1.405,,2010-01-01,0,0,35,Released,,2.9,8,,
822089,Lightswitch,,English,A short film about a switch. Designed & directed by David Shrigley animated & composited by James Newport.,0.6,,2009-03-06,0,0,2,Released,,0.0,0,,
434205,30 Girls 30 Days,Comedy,English,A virgin named Fred is tasked to win a bet by sleeping with thirty girls in thirty days for a quarter million dollars to save his parents' house.,1.66,Mahal Empire,2012-11-30,0,0,82,Released,He went from nerd to player in 30 days,2.5,6,Russell Perkins-Gary Glass-James Yeager-Tiffany Hernandez-Ed Hanson-Chas Thomas-Michael Mahal-Krystal Rene Bernard-Ed Hollman-Lena Ajans Mitchell-Josh Hullen-Leonard Steinman-Jenn Green-Holly Rondeau-Hailey Hobbs-Sandi Bernard-Faranak Houshmand-Matt Christy-Angie Sherwood-Chad Curtis-Lisa Kinser-Samantha Teague-Hillary Chauvin-Dollar Bill-Frankie Cummins-Susan Weaver-Alina Morelock-Marita Karl-Tina Walsh-Sal Nuccio-Omer Aswad-Sam Aswad-Jay Gandi-Sara McGerald-Tim Carpenter-Michael Courtney-Brandy Howard-Travis Kaus-Carlos Gumucio-Ernie Timbrook,
952432,Bzz,Animation,French,An ordinary man appears to be breeding flies in his apartment. He seems to be very fond of them. But appearances are deceptive.,0.6,S.O.I.L. productions,2000-05-01,0,0,11,Released,,0.0,0,,short film
901307,Nail Polish,,Polish,In Poland a young writer is researching for the new book he's working on. The boy is wearing a purple nail polish. The anticipated return of his brother will force him to face the identity society has given him - and the one he thinks actually belongs to him. A twisted ambiguous journey through the concepts of definition and meaning.,0.6,,2021-12-01,0,0,15,Released,,0.0,0,,
217564,Air Terjun Pengantin Phuket,Thriller,Indonesian,,1.458,Maxima Pictures-Dreamscape Picture,2013-01-30,0,0,83,Released,,10.0,1,Tamara Bleszynski-Darius Sinathrya-Steven William-Laras Monca-Una Putri-Kimberly Ryder,phuket-muay thai
886638,"i don't know how, but i don't think i'm alone",Documentary-Horror,English,"""i wanted to make something horror adjacent when it came time for halloween. i had several ideas but many proved to be too complex to do by myself. i instead stuck to what i knew stretched my editing framing and lighting abilities and hopefully made something that is beautiful yet off putting just in time for the season. i hope you enjoy it."" -lucille october 2021",0.6,,2021-10-18,0,0,10,Released,,0.0,0,,
522116,Ananta,Drama-Romance,Indonesian,An antisocial teen who acts out develops an invigorating relationship with a new student who has befriended her with a benevolent ulterior motive.,1.025,MD Pictures,2018-05-03,0,0,91,Released,,7.5,4,Michelle Ziudith-Fero Walandouw-Nino Fernandez-Jihane Almira-Roy Sungkono-Anjasmara-Nova Eliza-Asri Welas-Astrid Tiar-Josephine Firmstone,
264623,It's A Small World,Romance-Comedy,English,Socialite privileged Jane Dale and lawyer Bill Shevlin meet in an automobile  accident at night on a dirt road in a storm near a hick town which fleeces travelers through corrupt law enforcement.,0.937,Fox Film Corporation,1935-04-12,0,0,70,Released,THEY DIDN'T fall IN LOVE THEY crashed IN!,4.5,2,Spencer Tracy-Wendy Barrie-Raymond Walburn-Virginia Sale-Astrid Allwyn-Irving Bacon-Charles Sellon-Dick Foran-Belle Daube-Frank McGlynn Sr.-Frank McGlynn Jr.-William Gillis-Ed Brady-Harold Minjir-Samuel Adams-Frank Austin-W.H. Davis-Louis King-Bob McKinsey-Charles R. Moore-F.M. Watson-Skippy-Will Wright,screwball comedy-small town sheriff-rich snob-chiseler
235475,Tone,Drama-Music,Thai,Tone is the Thai equivalent of a 1960s youth rebellion movie which is to say that there's no youth rebellion in it at all: Just good kids being good dancing sedately trying to get into good schools drinking punch bowling and settling their romantic differences in the most clear-headed and amicable way possible -- even if they do so while wearing some seriously funky period clothes and listening to that crazy longhair music. Fortunately there are also some vicious underworld characters on hand so that we can still have the traditional Thai movie finale in which the Thai police show up en masse to shoot the hell out of some people.,0.6,,1970-08-02,0,0,0,Released,,0.0,0,Chaiya Suriyun-Sayun Juntawiboon-Jaruwan Panyopas-Ruj Ronapop-Sahat Piempongsan-Songthong-Pipop Pupinyo-Aranya Namwong,musician-swinging 60s
301014,Crybaby Bridge,Horror-Thriller,English,Nick Ryan and Bill have a dream: to have their own hunting show on television. With the help of their camera man Craig and the funding of the National Gun Owners of America they are given the chance at a trial run a documentary about the hunting experience. But when they cross the bridge and into the woods beyond the hunters find themselves in the midst of the legend of Elizabeth a vengeful specter willing to do whatever it takes to be reunited with her lost child. As the documentary progresses the strange events continue to escalate to a deadly climax. Can the hunters save themselves from becoming the hunted or are they doomed to be become a permanent part of the legend of Crybaby Bridge?,0.654,,2013-01-01,0,0,75,Released,,5.5,2,John Fross-Jennifer Inks-Bryan Linck-Nicholas Joseph Mackey,found footage
271056,Don't Fall In Love With Me,Comedy-Drama-Romance,Spanish,Three interconnected stories explore the complicated relationships of young attractive Argentinian adults searching for true love,2.146,Progress Communications-Rancho Aparte Films,2012-05-10,0,0,104,Released,,5.0,2,Pablo Rago-Julieta Ortega-Guillermo Pfening-Mercedes Oviedo-Violeta Urtizberea-Tomás Fonzi-Francisco Andrade-Ana Pauls-Luisina Brando-David Masajnik-Eugenia Alonso-Francisco Vocos,
483836,Forces,Drama,English,An intense bromance between a gay football player and a straight military guy.,0.6,,2016-11-28,0,0,9,Released,,3.8,4,Benoit Gauvin-Nicola Tomassini,male friendship-friendship-friends-soldier-lgbt athlete-lgbt-masculinity-short film
372628,Celtic Woman: Fan Favorites,Music,English,Celebrate 10 years of Celtic Woman with a festival of Fan Favorites. Remember the first time you were swept away by the spell-binding songs the mesmerizing voices and the dazzling dances. Join us for a celebration of classic Celtic Woman performances. Revisit the Emerald Isle and relive the most magical moments that have touched your hearts and lifted your spirits for the last 10 years in Celtic Woman: Fan Favorites.,0.6,,2015-03-01,0,0,55,Released,,0.0,0,,celtic music-celtic woman-tenth anniversary
633439,The Very Last Day,Thriller,Chinese,A fan abducts a best-selling writer for recounting how he raped her 20 years ago in his latest book. Despite the physical and psychological ordeal the novelist keeps claiming his innocence.,0.6,,2018-12-09,0,0,123,Released,Some things can never be forgiven.,5.5,2,Heng-Yin Chou-Wei-Yi Lin-Lawrence Ong,
481494,Casa da Xiclet,Documentary,Portuguese,"Xiclet is a plastic artist who settled in São Paulo in the early years 2000 and has since transformed the house where he lives in a public space focused on the dissemination of artists who stay out of the great circuit of the arts. In addition to artist and galley Xiclet is a tireless teaser of the ""status quo"".",0.849,,2017-10-17,0,0,47,Released,,0.0,0,Laerte Coutinho-Adriana Xiclet,
384371,Roommates Wanted,Comedy,French,When recently widowed it is difficult to get used to a new life ... This is the case for Hubert Jacquin who spends most of his time in his huge apartment depressed in front of his TV. One day after a misunderstanding his life will change. Manuela a young and bubbly adventurer in search of a dwelling calls his home! At first reluctant Hubert will quickly get used to the presence of this energy storm who even manages to convince him to allow two other people to stay. There are many surprises in store for Hubert ...,5.641,CNC-TF1 Films Production-SND-Ciné+-La Région Île-de-France-OCS-Orange Studio-TF1-Nac Films-Someci-TFX,2016-04-20,0,0,97,Released,,6.3,329,André Dussollier-Bérengère Krief-Arnaud Ducret-Julia Piaton-Nicolas Marié-Panayotis Pascot-Audrey Looten-Mathieu Madénian-Nathalie Roussel-Guillaume Delorme-Blanche Gardin-Vincent Desagnat-Cyprien Craipeau-Sylvie Lachat-Thomas Ruat-Natalie Beder-Alexandre Blazy-Benoit Chazal-Camille Solal-Juliette Tresanini-Frank Molinaro-Ilane Touitou-Jérôme Corcos-Thierry Lanckriet-David Van Severen-Luc Piat-Mathieu Intikalau-Mathieu Milella-Olivier Sa-Candice Ford,
622469,Mafia Inc.,Crime-Drama,French,"The Gamache tailors from father to son have been dressing the Mafia family Paternò for three generation. Vincent ""Vince"" Gamache works on behalf of Frank the godfather with his eldest son Giaco. Vince reckless and rash seeks to earn his stripes by impressing the godfather. Without the Paternò knowing he stages a big operation and is promoted. Fuming with jealousy Giaco discovers that Vince committed a monstrous act during his stroke. The Gamache disown Vince and war begins.",8.554,Caramel Films-Attraction Images,2020-02-14,0,0,143,Released,There’s always a price to pay,6.4,39,Sergio Castellitto-Marc-André Grondin-Gilbert Sicotte-Mylène Mackay-Donny Falsetti-Tony Nardi-Cristina Rosato-Michael Ricci-Vittorio Rossi-Domenic Di Rosa-Toni Ellwand-John Griffin-Henri Picard-Roman Pagliaro-Alain Zouvi-Benz Antoine-Goûchy Boy-Louis-Georges Girard-Guy Thauvette-Stéphane Crête-Patrice Coquereau-Karl Farah-Rafael Petardi-Ali Hassan-Gerry Mendicino-David Calderisi-Michaela Di Cesare-Geneviève Rochette-Pina di Blasi-Robert Cordileone-Danny MAlin-Gerardo Lo Dico-Luigi Saracino-Tina Milo Milivojevic-L. Fernando Becerra Sánchez-Nick Skokos-Sany Delagrave-Mheir Karakachian-Jason Cavalier-Mark Day,mafia
910734,Antonio Cervantes vs. Aaron Pryor,Action,English,The bounding Pryor met Cervantes three-quarters of the way across the ring when the opening bell sounded and instantly went to work by swarming him with bunches of punches. Expecting this Cervantes coolly snapped out jabs maintained a high guard and kept his eyes peeled for countering opportunities. During those rare times when they were at long range Cervantes cracked Pryor with long-armed hooks and crosses.,0.6,,1980-08-02,0,0,240,Released,,0.0,0,Antonio Cervantes-Aaron Pryor,
127391,The Merry Skeleton,Comedy-Fantasy-Horror,French,A skeleton dances joyously often collapsing into a heap of bones and quickly putting itself back together.,2.117,Lumière,1898-03-20,0,0,1,Released,,6.1,44,,dance-skeleton-silent film
701918,Hi-Speed Jecy,,Japanese,Jecy is a young man on a quest for revenge; he lost his parents to the hands of the organized crime syndicate called the Bismark House - a group on a hunt to acquire a product called ‘lyzorium' at any cost. With incredible abilities such as increased speed and agility Jecy travels through space with a girl named Tiana; Fork Green a priest of the Heartland religion who kills criminals slowly to send them to heaven; and a living ship called Paolon. However Jecy's revenge won't come easily - a woman named Jera her bloodthirsty little brother Cross and a number of other adversaries stand in their way!,1.09,Pierrot,1989-12-05,0,0,336,Released,,0.0,0,,
659643,St John: The Longest Night,Drama,Spanish,It's June 24 and the people of Lawan a Mapuche community in southern Chile are planning a big celebration for Saint John's Eve. Despite this Cheo a restless and misfit kid is not happy because this  means the return of his father to the community. He is a violent man who when he drinks too much vent his anger with his family unleashing in Cheo strong desires for revenge.,0.6,Pontificia Universidad Católica de Chile,2012-08-17,0,0,18,Released,,5.5,2,Walterio Manquel-Francisca Fernández-Andrea Huaiquimilla-Alejandro Fuentes-Eliseo Fernández,
176901,The Life of the Party,Comedy-Romance-Music,English,Two gold diggers try a French dressmaker two Mr. Smiths and Havana.,1.031,RKO Radio Pictures,1930-10-25,0,0,79,Released,IT'S A KICK IN THE SHINS! You'll laugh till you cry At this glorious riot of fun!,6.6,4,Winnie Lightner-Irene Delroy-Charles Butterworth-Jack Whiting-Charles Judels-John Davidson-Arthur Hoyt-Bobby Barber-Carrie Daumery-William Irving-Eddie Kane-Tom Ricketts-Rolfe Sedan,pre-code-gold digger
596196,The Massacre That Shook the Empire,Documentary-History,English,On 13 April 1919 British troops shot hundreds of peaceful protesters dead in India. Writer Sathnam Sanghera retraces the build-up to the massacre and examines its legacy.,0.6,Sugar Films-Channel 4 Television,2019-04-13,0,0,50,Released,,9.0,1,Sathnam Sanghera,
624614,Hatchback,Comedy,English,Wyatt a cynical narcoleptic who lives in a flop house-like apartment wants to be a journalist. His career dreams are nearly dashed when he notices a mysterious girl named Fern living on his block in an 88' Toyota Tercel hatchback. Fern's father went missing and assumed dead when she was a young child living in Montana. After receiving a cryptic letter from a stranger named Dr. Green telling her that her father is alive and living in LA she decides to go look for him herself. Together the two set off on a journey to find Fern's elusive dad among the derelict corners of the city while developing a not so platonic interest for each other along the way.,2.241,,2019-08-20,0,0,93,Released,,5.5,6,Larkin Bell-Sri Chilukuri-Myles Cranford,romance-cynical-mysterious girl-narcolepsy
956748,When You Grow Up,,Korean,Junghee goes to a housewarming party thrown by Soyeon her friend from high school. While waiting for another friend to arrive Junghee discusses her script with Soyeon and her husband. Soon they begin to engage in a war of words.,6.415,,2022-04-29,0,0,34,Released,,0.0,0,Son Soo-hyun,
746740,'A iucata,,Italian,Catania Sicily. In the heart of the working class neighborhood lies a vast and lawless territory where makeshift stables can be found. One of them is owned by Concetto aka 'il farmacista' a man respected and even feared by many who built a reputation for himself in the small world of clandestine horse racing. Every day before sunrise his son Vittorio walks to the stables to get their horse Vito Portanova ready for training. In a few days a clandestine race will take place on a desert street at the foot of the Etna...,1.094,,2013-08-09,0,0,37,Released,,0.0,0,,
268818,WWII Top Secret: Dieppe Uncovered,Documentary,English,On August 19 1942 the Allies launched their first amphibious attack on mainland Europe at the small French port of Dieppe. Now investigative reporting interviews and reenactments bring the events of that day to life and reveal the role James Bond-creator Sir Ian Fleming played in one of the darkest hours of WWII.,1.224,Entertainment One Film US,2012-01-01,0,0,68,Released,"After 70 years, the true story can finally be told.",0.0,0,,
539755,Fedora,,French,Fedora swears to avenge the death of her fiancé Prince Yarischkine killed by Ipanoff who fled to Paris. She finds Ipanoff whom she falls in love with and he confesses to having killed her fiancé because Yarischkine was his wife's lover. But learning that her brother was executed because of Fedora Ipanoff leaves her. Fedora commits suicide.,1.181,,1934-03-23,0,0,75,Released,,5.0,3,Marie Bell-Ernest Ferny-Henri Bosc-Edith Méra-Héléna Manson-Jean Toulout-Paul Amiot-François Carron-Louis Gauthier-Jacques de Féraudy-Mary Ganesco-Christiane Nère,
849595,Salute to A.P.,Documentary,English,A BBC Television film recalling the part Alexandra Palace has played in British television between 1935 and 1954. It shows the erection of the first transmitter the building of 'A' and 'B' studios and introduces scenes and excerpts from early television productions and outside broadcasts.,0.6,BBC,1954-03-19,0,0,45,Released,,0.0,0,Keith Rogers-Berkeley Smith,television history-public broadcasting
414922,Murder of a President,Documentary,English,The life of President James Garfield including his rise to power and the aftermath of his assassination.,2.419,,2016-02-02,0,0,114,Released,,7.6,5,David Bowles-James Eckhouse-Kathryn Erbe-Ladislav Gergel-Shuler Hensley-Logan Hillier-John Hutton-Will Janowitz-Josef Karas-Adam LeFevre-Sean Mahon-Michael Murphy-Ted Otis-Daniel Pearce-Karina Rchichev-Dan Rowland-Joe Weintraub,biography
468261,Endless Love,Romance,Turkish,Sparks fly when a humble housekeeper crosses paths with a wealthy surgeon but a devastating truth puts their relationship to the test.,10.479,,2017-03-24,0,0,114,Released,,7.4,71,Murat Yildirim-Fahriye Evcen-Fatih Al-Filiz Ahmet-Zeynep Özder-Didem İnselel-Ege Aydan-Nazlı Pınar Kaya-Nuri Gümüş-Fatih Doğan-Ercan Ertan,
696031,Ohio at Giverny,,English,"Praised by The New York Times as a ""stunning paean to Monet"" Ohio at Giverny is the title of Lucier's highly acclaimed two-channel seven-monitor installation. Writes Lucier ""This work is an investigation of light in landscape and its function as an agent of memory both personal and mythic. It deals with the convergence of disparate entities — geographies epochs sensibilities: with transitions from one state of being to another and how within the frame of imagination and collective memory these 'dissolves' take place. ""Nostalgic images from Lucier's native Ohio — the pastoral countryside and a Victorian home — are fluidly juxtaposed and correlated with the lush beauty of Impressionist painter Claude Monet's gardens in Giverny France.",0.6,,1983-04-09,0,0,19,Released,,0.0,0,,
79234,Wandering Sagittarius,Romance-Drama-Comedy-Fantasy,Russian,After discovering a time tunnel to 1960-ies a journalist decides to make some cash out of it.,1.075,A.L. Production-Filmstudio 12A-Stargaze Productions,1993-06-06,0,0,96,Released,,5.7,3,Vladimir Ilin-Tatyana Dogileva-Irina Feofanova-Nikolai Pastukhov-Renat Davletyarov-Vadim Zakharchenko-Boris Ludmer-Aleksandr Borovikov-Aleksandr Kadanyov-Aleksandr Kulyamin-Valentina Berezutskaya-Nail Idrisov-Oleg Vershinin-Yuri Senkevich,
458805,Justin Bieber: The Key,Fantasy,English,"Short film in honor of Justin Bieber's new perfume ""The Key"".",0.654,,2013-05-23,0,0,4,Released,,5.0,2,Justin Bieber,hotel-dream-key-surrealism-perfume-short film
